,__name__,container,cpu_architecture,endpoint,instance,job,namespace,block_devices_used,bytes_read,bytes_writes,cache_miss,cgroupfs_cpu_usage_us,cgroupfs_memory_usage_bytes,cgroupfs_system_cpu_usage_us,cgroupfs_user_cpu_usage_us,container_cpu_usage_seconds_total,container_memory_working_set_bytes,cpu_cycles,cpu_instr,cpu_time,energy_in_core_joule,energy_in_dram_joule,energy_in_gpu_joule,energy_in_other_joule,energy_in_pkg_joule,energy_in_uncore_joule,name,pod,service,timestamp,node_energy_stat
112,node_energy_stat,kepler-exporter,Broadwell,http,node1,kepler-exporter,monitoring,14,0,303104,7521656,302146,3031040,45224,302146,1,0,14849754860,27158344882,226695,155.104000,139.292000,0.000000,0.000000,294.396000,0.000000,node1,kepler-exporter-9qlzt,kepler-exporter,1666164883,0
113,node_energy_stat,kepler-exporter,Broadwell,http,node1,kepler-exporter,monitoring,14,0,323584,27443781,431556,3497984,99868,431556,0,0,109332917786,259541124452,305388,272.969000,157.179000,0.000000,0.000000,430.148000,0.000000,node1,kepler-exporter-9qlzt,kepler-exporter,1666164826,0
114,node_energy_stat,kepler-exporter,Broadwell,http,node1,kepler-exporter,monitoring,14,0,323584,31638422,577901,7393280,178879,577901,0,0,77357664055,176787774927,240087,236.861000,156.898000,0.000000,0.000000,393.759000,0.000000,node1,kepler-exporter-9qlzt,kepler-exporter,1666164556,0
115,node_energy_stat,kepler-exporter,Broadwell,http,node1,kepler-exporter,monitoring,14,0,323584,31652373,497872,2113536,99665,497872,0,0,78242939939,180627299956,248066,237.881000,157.020000,0.000000,0.000000,394.901000,0.000000,node1,kepler-exporter-9qlzt,kepler-exporter,1666164565,0
116,node_energy_stat,kepler-exporter,Broadwell,http,node1,kepler-exporter,monitoring,14,0,323584,51711774,517348,1527808,102209,517348,0,0,172030420404,408613246070,277258,337.142000,158.511000,0.000000,0.000000,495.653000,0.000000,node1,kepler-exporter-9qlzt,kepler-exporter,1666165105,0
117,node_energy_stat,kepler-exporter,Broadwell,http,node1,kepler-exporter,monitoring,14,0,323584,58619257,405381,10280960,96511,405381,0,0,142364993646,330974043779,266127,303.435000,157.964000,0.000000,0.000000,461.399000,0.000000,node1,kepler-exporter-9qlzt,kepler-exporter,1666164646,0
118,node_energy_stat,kepler-exporter,Broadwell,http,node1,kepler-exporter,monitoring,14,0,32768,105284577,84001241,2863104,37227,84001241,0,0,238500210506,557894369882,287901,419.395000,161.562000,0.000000,0.000000,580.957000,0.000000,node1,kepler-exporter-9qlzt,kepler-exporter,1666164448,0
119,node_energy_stat,kepler-exporter,Broadwell,http,node1,kepler-exporter,monitoring,14,0,32768,117698763,84562914,10895360,134672,84562914,0,0,238957699374,552341968316,304197,422.535000,162.377000,0.000000,0.000000,584.912000,0.000000,node1,kepler-exporter-9qlzt,kepler-exporter,1666164454,0
120,node_energy_stat,kepler-exporter,Broadwell,http,node1,kepler-exporter,monitoring,14,0,32768,12861883,2336066,991232,859384,2336066,2,176128,22729264816,35558664470,165588,173.004000,150.793000,0.000000,0.000000,323.797000,0.000000,node1,kepler-exporter-9qlzt,kepler-exporter,1666164973,0
121,node_energy_stat,kepler-exporter,Broadwell,http,node1,kepler-exporter,monitoring,14,0,32768,13037338,1145473,2404352,106040,1145473,2,0,87135913950,208337213188,221570,240.648000,146.755000,0.000000,0.000000,387.403000,0.000000,node1,kepler-exporter-9qlzt,kepler-exporter,1666165291,0
122,node_energy_stat,kepler-exporter,Broadwell,http,node1,kepler-exporter,monitoring,14,0,32768,17973562,2468052,2625536,259746,2468052,0,0,21036872895,33007487597,204516,158.039000,145.798000,0.000000,0.000000,303.837000,0.000000,node1,kepler-exporter-9qlzt,kepler-exporter,1666164979,0
123,node_energy_stat,kepler-exporter,Broadwell,http,node1,kepler-exporter,monitoring,14,0,32768,29438625,448059,2048000,196510,448059,0,0,272420100025,506708836430,282101,375.236000,156.821000,0.000000,0.000000,532.057000,0.000000,node1,kepler-exporter-9qlzt,kepler-exporter,1666164709,0
124,node_energy_stat,kepler-exporter,Broadwell,http,node1,kepler-exporter,monitoring,14,0,32768,34838165,269997,4341760,38423,269997,1,593920,138138284392,330504548508,274359,298.972000,158.232000,0.000000,0.000000,457.204000,0.000000,node1,kepler-exporter-9qlzt,kepler-exporter,1666165303,0
125,node_energy_stat,kepler-exporter,Broadwell,http,node1,kepler-exporter,monitoring,14,0,32768,42978263,162114,1978368,65101,162114,0,0,108081985391,252452336374,241420,267.178000,158.548000,0.000000,0.000000,425.726000,0.000000,node1,kepler-exporter-9qlzt,kepler-exporter,1666164340,0
126,node_energy_stat,kepler-exporter,Broadwell,http,node1,kepler-exporter,monitoring,14,0,32768,43205002,48185662,5197824,48835,48185662,1,0,139054130655,330591105002,264185,301.471000,158.328000,0.000000,0.000000,459.799000,0.000000,node1,kepler-exporter-9qlzt,kepler-exporter,1666164373,0
127,node_energy_stat,kepler-exporter,Broadwell,http,node1,kepler-exporter,monitoring,14,0,32768,45273515,498052,3883008,102679,498052,0,0,108305175369,252263625204,250547,264.850000,155.350000,0.000000,0.000000,420.200000,0.000000,node1,kepler-exporter-9qlzt,kepler-exporter,1666165084,0
128,node_energy_stat,kepler-exporter,Broadwell,http,node1,kepler-exporter,monitoring,14,0,32768,4725082,3594145,5738496,231477,3594145,0,0,15429977775,30718401344,187604,155.665000,146.966000,0.000000,0.000000,302.631000,0.000000,node1,kepler-exporter-9qlzt,kepler-exporter,1666165204,0
129,node_energy_stat,kepler-exporter,Broadwell,http,node1,kepler-exporter,monitoring,14,0,32768,5827396,287454,5615616,70602,287454,2,163840,14121748837,27855048881,171897,152.531000,135.651000,0.000000,0.000000,288.182000,0.000000,node1,kepler-exporter-9qlzt,kepler-exporter,1666165012,0
130,node_energy_stat,kepler-exporter,Broadwell,http,node1,kepler-exporter,monitoring,14,0,32768,70497964,281408,7208960,34373,281408,1,327680,171752500531,400574332337,275588,337.273000,159.369000,0.000000,0.000000,496.642000,0.000000,node1,kepler-exporter-9qlzt,kepler-exporter,1666164643,0
131,node_energy_stat,kepler-exporter,Broadwell,http,node1,kepler-exporter,monitoring,14,0,32768,7809634,95740573,5046272,69849,95740573,1,0,272682928486,485130856740,236965,352.800000,147.666000,0.000000,0.000000,500.466000,0.000000,node1,kepler-exporter-9qlzt,kepler-exporter,1666164943,0
132,node_energy_stat,kepler-exporter,Broadwell,http,node1,kepler-exporter,monitoring,14,0,327680,36149933,420428,5033984,117328,420428,0,0,109152962616,258703418206,262773,271.905000,157.822000,0.000000,0.000000,429.727000,0.000000,node1,kepler-exporter-9qlzt,kepler-exporter,1666165276,0
133,node_energy_stat,kepler-exporter,Broadwell,http,node1,kepler-exporter,monitoring,14,0,331776,84831220,95938559,1249280,76069,95938559,0,0,271720613086,590917432024,300170,429.321000,160.113000,0.000000,0.000000,589.434000,0.000000,node1,kepler-exporter-9qlzt,kepler-exporter,1666165186,0
134,node_energy_stat,kepler-exporter,Broadwell,http,node1,kepler-exporter,monitoring,14,0,335872,12350493,2186583,3522560,821779,2186583,0,0,21056773283,31728890730,122506,171.537000,150.820000,0.000000,0.000000,322.357000,0.000000,node1,kepler-exporter-9qlzt,kepler-exporter,1666164526,0
